Area Code (M49),Area,Item,Element,Unit,Year,value,Sub-region Name,Food loss percentage
044,Bahamas,Rodenticides,Agricultural Use,t,2021,9.0,latin america and the caribbean,14.52
044,Bahamas,Other Pesticides nes,Agricultural Use,t,2021,1.0,latin america and the caribbean,14.52
052,Barbados,Pesticides (total),Agricultural Use,t,2021,68.0,latin america and the caribbean,14.52
052,Barbados,Pesticides (total),Use per area of cropland,kg/ha,2021,8.55,latin america and the caribbean,14.52
052,Barbados,Pesticides (total),Use per capita,kg/cap,2021,0.24,latin america and the caribbean,14.52
052,Barbados,Pesticides (total),Use per value of agricultural production,g/Int$,2021,1.37,latin america and the caribbean,14.52
052,Barbados,Insecticides,Agricultural Use,t,2021,5.0,latin america and the caribbean,14.52
052,Barbados,Insecticides â€“ Organo-phosphates,Agricultural Use,t,2021,2.0,latin america and the caribbean,14.52
052,Barbados,Insecticides â€“ Pyrethroids,Agricultural Use,t,2021,1.0,latin america and the caribbean,14.52
052,Barbados,Insecticides - Biopesticides,Agricultural Use,t,2021,1.0,latin america and the caribbean,14.52
052,Barbados,Insecticides - nes,Agricultural Use,t,2021,2.0,latin america and the caribbean,14.52
052,Barbados,Herbicides,Agricultural Use,t,2021,58.0,latin america and the caribbean,14.52
052,Barbados,Herbicides â€“ Phenoxy hormone products,Agricultural Use,t,2021,10.0,latin america and the caribbean,14.52
052,Barbados,Herbicides - nes,Agricultural Use,t,2021,48.0,latin america and the caribbean,14.52
052,Barbados,Fungicides and Bactericides,Agricultural Use,t,2021,5.0,latin america and the caribbean,14.52
052,Barbados,Fung & Bact â€“ Inorganics,Agricultural Use,t,2021,1.0,latin america and the caribbean,14.52
052,Barbados,Fung & Bact - nes,Agricultural Use,t,2021,4.0,latin america and the caribbean,14.52
084,Belize,Pesticides (total),Agricultural Use,t,2021,1123.0,latin america and the caribbean,14.52
084,Belize,Pesticides (total),Use per area of cropland,kg/ha,2021,8.51,latin america and the caribbean,14.52
084,Belize,Pesticides (total),Use per capita,kg/cap,2021,2.84,latin america and the caribbean,14.52
084,Belize,Pesticides (total),Use per value of agricultural production,g/Int$,2021,4.43,latin america and the caribbean,14.52
084,Belize,Insecticides,Agricultural Use,t,2021,44.0,latin america and the caribbean,14.52
084,Belize,Insecticides â€“ Organo-phosphates,Agricultural Use,t,2021,28.0,latin america and the caribbean,14.52
084,Belize,Insecticides â€“ Pyrethroids,Agricultural Use,t,2021,5.0,latin america and the caribbean,14.52
084,Belize,Insecticides - Biopesticides,Agricultural Use,t,2021,1.0,latin america and the caribbean,14.52
084,Belize,Insecticides - nes,Agricultural Use,t,2021,10.0,latin america and the caribbean,14.52
084,Belize,Herbicides,Agricultural Use,t,2021,374.0,latin america and the caribbean,14.52
084,Belize,Herbicides â€“ Phenoxy hormone products,Agricultural Use,t,2021,68.0,latin america and the caribbean,14.52
084,Belize,Herbicides â€“ Triazines,Agricultural Use,t,2021,68.0,latin america and the caribbean,14.52
084,Belize,Herbicides â€“ Amides,Agricultural Use,t,2021,3.0,latin america and the caribbean,14.52
084,Belize,Herbicides â€“ Carbamates,Agricultural Use,t,2021,1.0,latin america and the caribbean,14.52
084,Belize,Herbicides â€“ Dinitroanilines,Agricultural Use,t,2021,6.0,latin america and the caribbean,14.52
084,Belize,Herbicides â€“ Urea derivates,Agricultural Use,t,2021,14.0,latin america and the caribbean,14.52
084,Belize,Herbicides â€“ Sulfonyl ureas,Agricultural Use,t,2021,1.0,latin america and the caribbean,14.52
084,Belize,Herbicides â€“ Bipiridils,Agricultural Use,t,2021,37.0,latin america and the caribbean,14.52
084,Belize,Herbicides - nes,Agricultural Use,t,2021,176.0,latin america and the caribbean,14.52
084,Belize,Fungicides and Bactericides,Agricultural Use,t,2021,241.0,latin america and the caribbean,14.52
084,Belize,Fung & Bact â€“ Inorganics,Agricultural Use,t,2021,4.0,latin america and the caribbean,14.52
084,Belize,Fung & Bact â€“ Dithiocarbamates,Agricultural Use,t,2021,207.0,latin america and the caribbean,14.52
084,Belize,Fung & Bact â€“ Benzimidazoles,Agricultural Use,t,2021,1.0,latin america and the caribbean,14.52
084,Belize,"Fung & Bact â€“ Triazoles, diazoles",Agricultural Use,t,2021,3.0,latin america and the caribbean,14.52
084,Belize,"Fung & Bact â€“ Diazines, morpholines",Agricultural Use,t,2021,10.0,latin america and the caribbean,14.52
084,Belize,Fung & Bact - nes,Agricultural Use,t,2021,17.0,latin america and the caribbean,14.52
084,Belize,Other Pesticides nes,Agricultural Use,t,2021,464.0,latin america and the caribbean,14.52
060,Bermuda,Pesticides (total),Agricultural Use,t,2021,147.0,northern america,11.72
060,Bermuda,Pesticides (total),Use per capita,kg/cap,2021,2.27,northern america,11.72
060,Bermuda,Insecticides,Agricultural Use,t,2021,25.0,northern america,11.72
060,Bermuda,Herbicides,Agricultural Use,t,2021,14.0,northern america,11.72
060,Bermuda,Fungicides and Bactericides,Agricultural Use,t,2021,6.0,northern america,11.72
060,Bermuda,Plant Growth Regulators,Agricultural Use,t,2021,1.0,northern america,11.72
060,Bermuda,Rodenticides,Agricultural Use,t,2021,16.0,northern america,11.72
060,Bermuda,Other Pesticides nes,Agricultural Use,t,2021,85.0,northern america,11.72
068,Bolivia (Plurinational State of),Pesticides (total),Agricultural Use,t,2021,18307.0,latin america and the caribbean,14.52
068,Bolivia (Plurinational State of),Pesticides (total),Use per area of cropland,kg/ha,2021,3.24,latin america and the caribbean,14.52
068,Bolivia (Plurinational State of),Pesticides (total),Use per capita,kg/cap,2021,1.53,latin america and the caribbean,14.52
068,Bolivia (Plurinational State of),Pesticides (total),Use per value of agricultural production,g/Int$,2021,2.48,latin america and the caribbean,14.52
068,Bolivia (Plurinational State of),Insecticides,Agricultural Use,t,2021,2564.0,latin america and the caribbean,14.52
068,Bolivia (Plurinational State of),Herbicides,Agricultural Use,t,2021,11738.0,latin america and the caribbean,14.52
068,Bolivia (Plurinational State of),Fungicides and Bactericides,Agricultural Use,t,2021,3803.0,latin america and the caribbean,14.52
068,Bolivia (Plurinational State of),Rodenticides,Agricultural Use,t,2021,55.0,latin america and the caribbean,14.52
068,Bolivia (Plurinational State of),Other Pesticides nes,Agricultural Use,t,2021,147.0,latin america and the caribbean,14.52
076,Brazil,Pesticides (total),Agricultural Use,t,2021,719507.0,latin america and the caribbean,14.52
076,Brazil,Pesticides (total),Use per area of cropland,kg/ha,2021,11.34,latin america and the caribbean,14.52
076,Brazil,Pesticides (total),Use per capita,kg/cap,2021,3.43,latin america and the caribbean,14.52
076,Brazil,Pesticides (total),Use per value of agricultural production,g/Int$,2021,2.86,latin america and the caribbean,14.52
076,Brazil,Insecticides,Agricultural Use,t,2021,122369.0,latin america and the caribbean,14.52
076,Brazil,Herbicides,Agricultural Use,t,2021,407463.0,latin america and the caribbean,14.52
076,Brazil,Fungicides and Bactericides,Agricultural Use,t,2021,168346.0,latin america and the caribbean,14.52
076,Brazil,Plant Growth Regulators,Agricultural Use,t,2021,4344.0,latin america and the caribbean,14.52
076,Brazil,Other Pesticides nes,Agricultural Use,t,2021,16985.0,latin america and the caribbean,14.52
092,British Virgin Islands,Pesticides (total),Agricultural Use,t,2021,17.0,latin america and the caribbean,14.52
092,British Virgin Islands,Pesticides (total),Use per area of cropland,kg/ha,2021,8.46,latin america and the caribbean,14.52
092,British Virgin Islands,Pesticides (total),Use per capita,kg/cap,2021,0.45,latin america and the caribbean,14.52
092,British Virgin Islands,Insecticides,Agricultural Use,t,2021,2.0,latin america and the caribbean,14.52
092,British Virgin Islands,Herbicides,Agricultural Use,t,2021,11.0,latin america and the caribbean,14.52
092,British Virgin Islands,Fungicides and Bactericides,Agricultural Use,t,2021,3.0,latin america and the caribbean,14.52
092,British Virgin Islands,Other Pesticides nes,Agricultural Use,t,2021,1.0,latin america and the caribbean,14.52
124,Canada,Pesticides (total),Agricultural Use,t,2021,97692.0,northern america,11.72
124,Canada,Pesticides (total),Use per area of cropland,kg/ha,2021,2.54,northern america,11.72
124,Canada,Pesticides (total),Use per capita,kg/cap,2021,2.54,northern america,11.72
124,Canada,Pesticides (total),Use per value of agricultural production,g/Int$,2021,2.23,northern america,11.72
124,Canada,Insecticides,Agricultural Use,t,2021,4816.0,northern america,11.72
124,Canada,Herbicides,Agricultural Use,t,2021,75280.0,northern america,11.72
124,Canada,Fungicides and Bactericides,Agricultural Use,t,2021,12474.0,northern america,11.72
124,Canada,Rodenticides,Agricultural Use,t,2021,10.0,northern america,11.72
124,Canada,Other Pesticides nes,Agricultural Use,t,2021,5112.0,northern america,11.72
136,Cayman Islands,Pesticides (total),Agricultural Use,t,2021,577.0,latin america and the caribbean,14.52
136,Cayman Islands,Insecticides,Agricultural Use,t,2021,77.0,latin america and the caribbean,14.52
136,Cayman Islands,Herbicides,Agricultural Use,t,2021,369.0,latin america and the caribbean,14.52
136,Cayman Islands,Fungicides and Bactericides,Agricultural Use,t,2021,93.0,latin america and the caribbean,14.52
136,Cayman Islands,Plant Growth Regulators,Agricultural Use,t,2021,2.0,latin america and the caribbean,14.52
136,Cayman Islands,Other Pesticides nes,Agricultural Use,t,2021,36.0,latin america and the caribbean,14.52
152,Chile,Pesticides (total),Agricultural Use,t,2021,16997.0,latin america and the caribbean,14.52
152,Chile,Pesticides (total),Use per area of cropland,kg/ha,2021,8.35,latin america and the caribbean,14.52
152,Chile,Pesticides (total),Use per capita,kg/cap,2021,0.87,latin america and the caribbean,14.52
152,Chile,Pesticides (total),Use per value of agricultural production,g/Int$,2021,1.31,latin america and the caribbean,14.52
152,Chile,Insecticides,Agricultural Use,t,2021,2483.0,latin america and the caribbean,14.52
152,Chile,Herbicides,Agricultural Use,t,2021,2903.0,latin america and the caribbean,14.52
152,Chile,Fungicides and Bactericides,Agricultural Use,t,2021,7648.0,latin america and the caribbean,14.52
152,Chile,Plant Growth Regulators,Agricultural Use,t,2021,732.0,latin america and the caribbean,14.52
152,Chile,Rodenticides,Agricultural Use,t,2021,1.0,latin america and the caribbean,14.52
152,Chile,Other Pesticides nes,Agricultural Use,t,2021,3230.0,latin america and the caribbean,14.52
170,Colombia,Pesticides (total),Agricultural Use,t,2021,78231.0,latin america and the caribbean,14.52
170,Colombia,Pesticides (total),Use per area of cropland,kg/ha,2021,16.32,latin america and the caribbean,14.52
170,Colombia,Pesticides (total),Use per capita,kg/cap,2021,1.53,latin america and the caribbean,14.52
170,Colombia,Pesticides (total),Use per value of agricultural production,g/Int$,2021,3.24,latin america and the caribbean,14.52
170,Colombia,Insecticides,Agricultural Use,t,2021,27846.0,latin america and the caribbean,14.52
170,Colombia,Herbicides,Agricultural Use,t,2021,29950.0,latin america and the caribbean,14.52
170,Colombia,Fungicides and Bactericides,Agricultural Use,t,2021,19858.0,latin america and the caribbean,14.52
170,Colombia,Plant Growth Regulators,Agricultural Use,t,2021,560.0,latin america and the caribbean,14.52
170,Colombia,Rodenticides,Agricultural Use,t,2021,17.0,latin america and the caribbean,14.52
188,Costa Rica,Pesticides (total),Agricultural Use,t,2021,9172.0,latin america and the caribbean,14.52
188,Costa Rica,Pesticides (total),Use per area of cropland,kg/ha,2021,16.85,latin america and the caribbean,14.52
188,Costa Rica,Pesticides (total),Use per capita,kg/cap,2021,1.81,latin america and the caribbean,14.52
188,Costa Rica,Pesticides (total),Use per value of agricultural production,g/Int$,2021,2.0,latin america and the caribbean,14.52
188,Costa Rica,Insecticides,Agricultural Use,t,2021,1714.0,latin america and the caribbean,14.52
188,Costa Rica,Herbicides,Agricultural Use,t,2021,1247.0,latin america and the caribbean,14.52
188,Costa Rica,Fungicides and Bactericides,Agricultural Use,t,2021,5971.0,latin america and the caribbean,14.52
188,Costa Rica,Other Pesticides nes,Agricultural Use,t,2021,240.0,latin america and the caribbean,14.52
192,Cuba,Pesticides (total),Agricultural Use,t,2021,957.0,latin america and the caribbean,14.52
192,Cuba,Pesticides (total),Use per area of cropland,kg/ha,2021,0.27,latin america and the caribbean,14.52
192,Cuba,Pesticides (total),Use per capita,kg/cap,2021,0.09,latin america and the caribbean,14.52
192,Cuba,Pesticides (total),Use per value of agricultural production,g/Int$,2021,0.29,latin america and the caribbean,14.52
192,Cuba,Insecticides,Agricultural Use,t,2021,128.0,latin america and the caribbean,14.52
192,Cuba,Herbicides,Agricultural Use,t,2021,612.0,latin america and the caribbean,14.52
192,Cuba,Fungicides and Bactericides,Agricultural Use,t,2021,153.0,latin america and the caribbean,14.52
192,Cuba,Plant Growth Regulators,Agricultural Use,t,2021,4.0,latin america and the caribbean,14.52
192,Cuba,Other Pesticides nes,Agricultural Use,t,2021,60.0,latin america and the caribbean,14.52
214,Dominican Republic,Pesticides (total),Agricultural Use,t,2021,2574.0,latin america and the caribbean,14.52
214,Dominican Republic,Pesticides (total),Use per area of cropland,kg/ha,2021,1.86,latin america and the caribbean,14.52
214,Dominican Republic,Pesticides (total),Use per capita,kg/cap,2021,0.23,latin america and the caribbean,14.52
214,Dominican Republic,Pesticides (total),Use per value of agricultural production,g/Int$,2021,0.47,latin america and the caribbean,14.52
214,Dominican Republic,Insecticides,Agricultural Use,t,2021,301.0,latin america and the caribbean,14.52
214,Dominican Republic,Insecticides â€“ Organo-phosphates,Agricultural Use,t,2021,312.0,latin america and the caribbean,14.52
214,Dominican Republic,Insecticides â€“ Carbamates,Agricultural Use,t,2021,65.0,latin america and the caribbean,14.52
214,Dominican Republic,Insecticides â€“ Pyrethroids,Agricultural Use,t,2021,123.0,latin america and the caribbean,14.52
214,Dominican Republic,Insecticides - Biopesticides,Agricultural Use,t,2021,1.0,latin america and the caribbean,14.52
214,Dominican Republic,Insecticides - nes,Agricultural Use,t,2021,472.0,latin america and the caribbean,14.52
214,Dominican Republic,Herbicides,Agricultural Use,t,2021,1019.0,latin america and the caribbean,14.52
214,Dominican Republic,Herbicides â€“ Phenoxy hormone products,Agricultural Use,t,2021,641.0,latin america and the caribbean,14.52
214,Dominican Republic,Herbicides â€“ Triazines,Agricultural Use,t,2021,186.0,latin america and the caribbean,14.52
214,Dominican Republic,Herbicides â€“ Amides,Agricultural Use,t,2021,197.0,latin america and the caribbean,14.52
214,Dominican Republic,Herbicides â€“ Carbamates,Agricultural Use,t,2021,26.0,latin america and the caribbean,14.52
214,Dominican Republic,Herbicides â€“ Dinitroanilines,Agricultural Use,t,2021,28.0,latin america and the caribbean,14.52
214,Dominican Republic,Herbicides â€“ Urea derivates,Agricultural Use,t,2021,77.0,latin america and the caribbean,14.52
214,Dominican Republic,Herbicides â€“ Sulfonyl ureas,Agricultural Use,t,2021,4.0,latin america and the caribbean,14.52
214,Dominican Republic,Herbicides â€“ Bipiridils,Agricultural Use,t,2021,695.0,latin america and the caribbean,14.52
